"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Price,Scraped At,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails
ypid:YN8196x18129810896865096266,Family Indian Restaurant,231 Đường Hồ Nghinh Phước Mỹ 50408 Đà Nẵng,https://www.bing.com/th?id=OLC.bWi07Ul+gze6LA480x360&pid=Local,https://www.bing.com/maps?cp=16.066734313964844%7E108.24320220947266&lvl=17.0&q=Family%20Indian%20Restaurant%20%2C%20231%20%C4%90%C6%B0%E1%BB%9Dng%20H%E1%BB%93%20Nghinh%20Ph%C6%B0%E1%BB%9Bc%20M%E1%BB%B9%2050408%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06673431,108.2432022,4.5,Tripadvisor (1518) - $$,,Closed · Opens 11:30 AM,,2025-04-03T03:28:11.314Z,https://www.indian-res.com/,094 260 52 54,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x4102559315769667677,Brilliant Restaurant,178 Ho Nghinh Phường Phước Mỹ 50408 Da Nang City,https://www.bing.com/th?id=OLC.ZKEfNq7Z7gCnSA480x360&pid=Local,https://www.bing.com/maps?cp=16.068626403808594%7E108.2431411743164&lvl=17.0&q=Brilliant%20Restaurant%20%2C%20178%20Ho%20Nghinh%20Ph%C6%B0%E1%BB%9Dng%20Ph%C6%B0%E1%BB%9Bc%20M%E1%BB%B9%2050408%20Da%20Nang%20City,16.0686264,108.2431412,5,Tripadvisor (300) - $$,,Open · Closes 2 PM,,2025-04-03T03:28:11.314Z,https://brilliantseafood.vn/,1900 599978,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x9515784286992246957,Nhà Hàng Lê Gia 2,"A5 Phạm Văn Đồng, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Vietnam Da Nang 550000 Da Nang",https://www.bing.com/th?id=OLC.wgSXEve43SSbaA480x360&pid=Local,https://www.bing.com/maps?cp=16.070003509521484%7E108.24154663085938&lvl=17.0&q=Nh%C3%A0%20H%C3%A0ng%20L%C3%AA%20Gia%202%20%2C%20A5%20Ph%E1%BA%A1m%20V%C4%83n%20%C4%90%E1%BB%93ng%2C%20An%20H%E1%BA%A3i%20B%E1%BA%AFc%2C%20S%C6%A1n%20Tr%C3%A0%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vietnam%20Da%20Nang%20550000%20Da%20Nang,16.07000351,108.2415466,,,,,,2025-04-03T03:28:11.314Z,https://batdongsan.com.vn/ban-dat-phuong-an-hai-bac,0236 3938 068,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x12257461319937809974,Sumo BBQ,"910a Ngo Quyen 4f, Vincom Center Da Nang +84 Vietnam",https://www.bing.com/th?id=OLC.zbQpq3UvENH54g480x360&pid=Local,https://www.bing.com/maps?cp=16.07189178466797%7E108.23094177246094&lvl=17.0&q=Sumo%20BBQ%20%2C%20910a%20Ngo%20Quyen%204f%2C%20Vincom%20Center%20Da%20Nang%20%2B84%20Vietnam,16.07189178,108.2309418,,,,Open · Closes 9:30 PM,,2025-04-03T03:28:11.315Z,https://sumoyakiniku.com.vn/,0236 3616 356,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x15998043150817548834,Indian Curry,"30, An Trung Dong 1 Son Tra Da Nang 550000 Đà Nẵng",https://www.bing.com/th?id=OLC.X6skSYCJFBtPOA480x360&pid=Local,https://www.bing.com/maps?cp=16.062170028686523%7E108.23497009277344&lvl=17.0&q=Indian%20Curry%20%2C%2030%2C%20An%20Trung%20Dong%201%20Son%20Tra%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06217003,108.2349701,4.5,Tripadvisor (46) - $$,,Open · Closes 10 PM,,2025-04-03T03:28:11.315Z,https://www.facebook.com/restaurantdanang/,0707 311 084,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x15796537722572269937,Family Indian Restaurant 2,"K231/39 Nguyen Cong Tru Street, Son Tra District Da Nang 550000 Da Nang",https://www.bing.com/th?id=OLC.dhXiRwtDVpxuaA480x360&pid=Local,https://www.bing.com/maps?cp=16.067197799682617%7E108.23990631103516&lvl=17.0&q=Family%20Indian%20Restaurant%202%20%2C%20K231%2F39%20Nguyen%20Cong%20Tru%20Street%2C%20Son%20Tra%20District%20Da%20Nang%20550000%20Da%20Nang,16.0671978,108.2399063,4.5,Tripadvisor (80),,,,2025-04-03T03:28:11.315Z,,,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x12771852614531956161,Papas' Chicken Đà Nẵng,"Lô 6-C1+7-C1 Phạm Văn Đồng, An Bắc Hải Da Nang 02363550837",https://www.bing.com/th?id=OLC.TYP1pdYo1F0N/g480x360&pid=Local,https://www.bing.com/maps?cp=16.07167625427246%7E108.23397064208984&lvl=17.0&q=Papas'%20Chicken%20%C4%90%C3%A0%20N%E1%BA%B5ng%20%2C%20L%C3%B4%206-C1%2B7-C1%20Ph%E1%BA%A1m%20V%C4%83n%20%C4%90%E1%BB%93ng%2C%20An%20B%E1%BA%AFc%20H%E1%BA%A3i%20Da%20Nang%2002363550837,16.07167625,108.2339706,,,,Opens in 2 mins,,2025-04-03T03:28:11.315Z,https://www.foody.vn/da-nang/papas-chicken-restaurant,0236 3550 837,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x16849330293743936744,Quảng Xuân Restaurants,20 Đường Phạm Văn Đồng Quận Sơn Trà 50409,https://www.bing.com/th?id=OLC.lQb3YJqiAAReLg480x360&pid=Local,https://www.bing.com/maps?cp=16.071847915649414%7E108.23355865478516&lvl=17.0&q=Qu%E1%BA%A3ng%20Xu%C3%A2n%20Restaurants%20%2C%2020%20%C4%90%C6%B0%E1%BB%9Dng%20Ph%E1%BA%A1m%20V%C4%83n%20%C4%90%E1%BB%93ng%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%2050409,16.07184792,108.2335587,,,,,,2025-04-03T03:28:11.315Z,https://www.facebook.com/quangxuanrestaurant/,090 506 62 28,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x3179886792607676,Hải Sản Mộc Quán,26 Đường Tô Hiến Thành Quận Sơn Trà 50408,https://www.bing.com/th?id=OLC.alnZuEPYXUzChg480x360&pid=Local,https://www.bing.com/maps?cp=16.063936233520508%7E108.24162292480469&lvl=17.0&q=H%E1%BA%A3i%20S%E1%BA%A3n%20M%E1%BB%99c%20Qu%C3%A1n%20%2C%2026%20%C4%90%C6%B0%E1%BB%9Dng%20T%C3%B4%20Hi%E1%BA%BFn%20Th%C3%A0nh%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%2050408,16.06393623,108.2416229,5,Tripadvisor (354) - $$,,Opens in 2 mins,,2025-04-03T03:28:11.316Z,,090 566 50 58,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x16617431963694718062,Thùng Phi BBQ,"195 Nguyễn Văn Thoại, An Hải Đông, Sơn Trà, Đà Nẵng 550000, Việt Nam",https://www.bing.com/th?id=OLC.hSn78FXFd8ab/Q480x360&pid=Local,https://www.bing.com/maps?cp=16.05528450012207%7E108.2429428100586&lvl=17.0&q=Th%C3%B9ng%20Phi%20BBQ%20%2C%20195%20Nguy%E1%BB%85n%20V%C4%83n%20Tho%E1%BA%A1i%2C%20An%20H%E1%BA%A3i%20%C4%90%C3%B4ng%2C%20S%C6%A1n%20Tr%C3%A0%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vi%E1%BB%87t%20Nam,16.0552845,108.2429428,,,,,,2025-04-03T03:28:15.188Z,https://www.facebook.com/thungphibbq/,093 454 22 33,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x6279181570645787350,Nha Hang 4U Bien,"Lô 1, 2, 3 Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà Da Nang 55000 Đà Nẵng",https://www.bing.com/th?id=OLC.SgXA1h63FBpcgQ480x360&pid=Local,https://www.bing.com/maps?cp=16.065765380859375%7E108.24569702148438&lvl=17.0&q=Nha%20Hang%204U%20Bien%20%2C%20L%C3%B4%201%2C%202%2C%203%20%C4%90%C6%B0%E1%BB%9Dng%20V%C3%B5%20Nguy%C3%AAn%20Gi%C3%A1p%2C%20Ph%C6%B0%E1%BB%9Dng%20Ph%C6%B0%E1%BB%9Bc%20M%E1%BB%B9%2C%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%20Da%20Nang%2055000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06576538,108.245697,3,Tripadvisor (142) - $$,,Open · Closes 11:30 PM,,2025-04-03T03:28:15.188Z,http://www.4urestaurant.vn/,091 455 00 35,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x14961070340176599183,Nem Restaurant,"3rd Floor, 216 Vo Nguyen Giap, Son Tra District Da Nang 550000",https://www.bing.com/th?id=OLC.0kb7a3EqNFIqKg480x360&pid=Local,https://www.bing.com/maps?cp=16.067670822143555%7E108.24517059326172&lvl=17.0&q=Nem%20Restaurant%20%2C%203rd%20Floor%2C%20216%20Vo%20Nguyen%20Giap%2C%20Son%20Tra%20District%20Da%20Nang%20550000,16.06767082,108.2451706,5,Tripadvisor (158) - $$,,,,2025-04-03T03:28:15.188Z,https://bmpd.bellemaison.com.vn/restaurant/nem-restaurant/,091 724 86 88,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x3885224896731154467,Kyoto Sushi & Teppanyaki Restaurant,10 Đường Võ Nguyên Giáp Quận Sơn Trà 50408,https://www.bing.com/th?id=OLC.hyQREb0So9LpqA480x360&pid=Local,https://www.bing.com/maps?cp=16.0666446685791%7E108.24566650390625&lvl=17.0&q=Kyoto%20Sushi%20%26%20Teppanyaki%20Restaurant%20%2C%2010%20%C4%90%C6%B0%E1%BB%9Dng%20V%C3%B5%20Nguy%C3%AAn%20Gi%C3%A1p%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%2050408,16.06664467,108.2456665,4.5,Tripadvisor (72) - $$,,Open · Closes 10 PM,,2025-04-03T03:28:15.189Z,https://kyotosushi.vn/,0392 782 622,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x4546700704353435509,Golden Meat House,"100 Trần Bạch Đằng, Bắc Mỹ Phú Ngũ Hành Sơn Da Nang 550000",https://www.bing.com/th?id=OLC.sRhtcOpz3XjiTw480x360&pid=Local,https://www.bing.com/maps?cp=16.054996490478516%7E108.24600982666016&lvl=17.0&q=Golden%20Meat%20House%20%2C%20100%20Tr%E1%BA%A7n%20B%E1%BA%A1ch%20%C4%90%E1%BA%B1ng%2C%20B%E1%BA%AFc%20M%E1%BB%B9%20Ph%C3%BA%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20Da%20Nang%20550000,16.05499649,108.2460098,5,Tripadvisor (185) - $$,,Open · Closes midnight,,2025-04-03T03:28:15.189Z,https://goldenmeat.vn/,0236 3712 888,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x6323488865608140647,Hải Sản Bé Ni 2,"228 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam Da Nang 550000 Đà Nẵng",https://www.bing.com/th?id=OLC.Le/7WhJ4Gol8xg480x360&pid=Local,https://www.bing.com/maps?cp=16.066831588745117%7E108.24520111083984&lvl=17.0&q=H%E1%BA%A3i%20S%E1%BA%A3n%20B%C3%A9%20Ni%202%20%2C%20228%20V%C3%B5%20Nguy%C3%AAn%20Gi%C3%A1p%2C%20Ph%C6%B0%E1%BB%9Bc%20M%E1%BB%B9%2C%20S%C6%A1n%20Tr%C3%A0%2C%20%C4%90%C3%A0%20N%E1%BA%B5ng%20550000%2C%20Vietnam%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.06683159,108.2452011,,,,,,2025-04-03T03:28:15.189Z,,0773 515 685,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x8003303894408743942,Pink Salt Restaurant,"79 Ha Bong, Phuoc My Ward Tra Son 50000",https://www.bing.com/th?id=OLC./IA7wIV270mbbA480x360&pid=Local,https://www.bing.com/maps?cp=16.06707000732422%7E108.24433898925781&lvl=17.0&q=Pink%20Salt%20Restaurant%20%2C%2079%20Ha%20Bong%2C%20Phuoc%20My%20Ward%20Tra%20Son%2050000,16.06707001,108.244339,5,Tripadvisor (534) - $$,,Closed · Opens 11 AM,,2025-04-03T03:28:15.189Z,https://pinksalt-restaurant.com/%20cannot%20find%20the%20listed%20information%20from%20the%20domain?,0898 201 090,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x17281683178292065591,Hau Sua Quan Restaurant,"Lot 12 Vo Nguyen Giap Street, Son Tra District Da Nang 550000 Vietnam",https://www.bing.com/th?id=OLC.Tzpo3g/l+ZNOow480x360&pid=Local,https://www.bing.com/maps?cp=16.065975189208984%7E108.24568939208984&lvl=17.0&q=Hau%20Sua%20Quan%20Restaurant%20%2C%20Lot%2012%20Vo%20Nguyen%20Giap%20Street%2C%20Son%20Tra%20District%20Da%20Nang%20550000%20Vietnam,16.06597519,108.2456894,4.5,Tripadvisor (39) - $$,,,,2025-04-03T03:28:15.190Z,https://www.trip.com/travel-guide/da-nang-669-restaurant/highlands-coffee-19667311/,,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x3663148818588791161,MAMA HOT POT Buffet - Võ Văn Kiệt,"Lô A2-1 Võ Văn Kiệt, P. An Hải Đông, Q, Sơn Trà Da Nang 550000",https://www.bing.com/th?id=OLC.L2g4iDm4ts9m0Q480x360&pid=Local,https://www.bing.com/maps?cp=16.063106536865234%7E108.24195098876953&lvl=17.0&q=MAMA%20HOT%20POT%20Buffet%20-%20V%C3%B5%20V%C4%83n%20Ki%E1%BB%87t%20%2C%20L%C3%B4%20A2-1%20V%C3%B5%20V%C4%83n%20Ki%E1%BB%87t%2C%20P.%20An%20H%E1%BA%A3i%20%C4%90%C3%B4ng%2C%20Q%2C%20S%C6%A1n%20Tr%C3%A0%20Da%20Nang%20550000,16.06310654,108.241951,5,Tripadvisor (59) - $$,,Open · Closes 10 PM,,2025-04-03T03:28:15.190Z,https://www.facebook.com/mamahotpot.buffet.vvk/menu/,0777 000 580,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x14679242957962159217,Bien Rang Son Tra Seafood Restaurant,4 Đường Hoàng Kế Viêm Quận Ngũ Hành Sơn 50507,https://www.bing.com/th?id=OLC.yrLzof5BrWp55g480x360&pid=Local,https://www.bing.com/maps?cp=16.05001449584961%7E108.247802734375&lvl=17.0&q=Bien%20Rang%20Son%20Tra%20Seafood%20Restaurant%20%2C%204%20%C4%90%C6%B0%E1%BB%9Dng%20Ho%C3%A0ng%20K%E1%BA%BF%20Vi%C3%AAm%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050507,16.0500145,108.2478027,4,Tripadvisor (768) - $$,,Open · Closes 11 PM,,2025-04-03T03:28:15.190Z,https://haisandanangvn.com/,097 634 35 79,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x4032686058144394977,Độc Mộc Buffet,"K209/05, Nguyễn Văn Thoại, An Hải, Sơn Trà Da Nang 550000 Da Nang",https://www.bing.com/th?id=OLC.ViVnjmyTTCKrvw480x360&pid=Local,https://www.bing.com/maps?cp=16.056396484375%7E108.24337005615234&lvl=17.0&q=%C4%90%E1%BB%99c%20M%E1%BB%99c%20Buffet%20%2C%20K209%2F05%2C%20Nguy%E1%BB%85n%20V%C4%83n%20Tho%E1%BA%A1i%2C%20An%20H%E1%BA%A3i%2C%20S%C6%A1n%20Tr%C3%A0%20Da%20Nang%20550000%20Da%20Nang,16.05639648,108.2433701,4.5,Tripadvisor (36) - $,,Closed · Opens 5 PM,,2025-04-03T03:28:15.191Z,https://docmocbuffet.com/,090 545 60 33,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x17155126348330061442,Maharaja Indian Restaurant,"09 An Thượng 2, Bắc Mỹ Phú, Ngũ Hành Sơn Da Nang 550000 Thành Phố Đà Nẵng",https://www.bing.com/th?id=OLC.sk6gAeZWLD+2QA480x360&pid=Local,https://www.bing.com/maps?cp=16.050424575805664%7E108.24703216552734&lvl=17.0&q=Maharaja%20Indian%20Restaurant%20%2C%2009%20An%20Th%C6%B0%E1%BB%A3ng%202%2C%20B%E1%BA%AFc%20M%E1%BB%B9%20Ph%C3%BA%2C%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%20Da%20Nang%20550000%20Th%C3%A0nh%20Ph%E1%BB%91%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.05042458,108.2470322,4.5,Tripadvisor (367) - $$,,Opens in 2 mins,,2025-04-03T03:28:15.191Z,http://www.facebook.com/maharaja.danang/,090 197 32 75,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x4801861603138139430,Mumtaz Indian Restaurant,69 Hoai Thanh street.My An Ward.Ngu Hanh Son District .Da nang.vietnam Da Nang,https://www.bing.com/th?id=OLC.pm3VdJ6bioxUhQ480x360&pid=Local,https://www.bing.com/maps?cp=16.048519134521484%7E108.23701477050781&lvl=17.0&q=Mumtaz%20Indian%20Restaurant%20%2C%2069%20Hoai%20Thanh%20street.My%20An%20Ward.Ngu%20Hanh%20Son%20District%20.Da%20nang.vietnam%20Da%20Nang,16.04851913,108.2370148,4.5,Tripadvisor (676) - $$,,Closed · Opens 11 AM,,2025-04-03T03:28:15.191Z,https://www.google.com/maps/place/data=!4m2!3m1!1s0x314219cd2f19aa79:0xe2751243eb75fdf8,0236 3839 888,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x4921327083149365924,Diner 66,162 Đường Nguyễn Văn Thoại Quận Sơn Trà 50408,https://www.bing.com/th?id=OLC.G1RVrclqaU3JTg480x360&pid=Local,https://www.bing.com/maps?cp=16.05582618713379%7E108.2447509765625&lvl=17.0&q=Diner%2066%20%2C%20162%20%C4%90%C6%B0%E1%BB%9Dng%20Nguy%E1%BB%85n%20V%C4%83n%20Tho%E1%BA%A1i%20Qu%E1%BA%ADn%20S%C6%A1n%20Tr%C3%A0%2050408,16.05582619,108.244751,5,Tripadvisor (24) - $,,Open · Closes 10 PM,,2025-04-03T03:28:15.191Z,https://diner66.vn/,0899 474 640,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x15747678654877298893,Pho Viet Kieu,"65 Phan Tu My An, Ngu Hanh Son Da Nang 550000 Đà Nẵng",https://www.bing.com/th?id=OLC.GiU4YhzWE4Fj7A480x360&pid=Local,https://www.bing.com/maps?cp=16.046133041381836%7E108.24504089355469&lvl=17.0&q=Pho%20Viet%20Kieu%20%2C%2065%20Phan%20Tu%20My%20An%2C%20Ngu%20Hanh%20Son%20Da%20Nang%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.04613304,108.2450409,4.5,Tripadvisor (321) - $$,,Closed · Opens 11 AM,,2025-04-03T03:28:18.991Z,https://www.facebook.com/PhoVietKieu/,0329 456 309,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x14558277230911040437,Veda's Kitchen Indian Restaurant,29 Đường An Thượng 3 Quận Ngũ Hành Sơn 50507,https://www.bing.com/th?id=OLC.WxzQqqDkgJ7e4w480x360&pid=Local,https://www.bing.com/maps?cp=16.048973083496094%7E108.24687194824219&lvl=17.0&q=Veda's%20Kitchen%20Indian%20Restaurant%20%2C%2029%20%C4%90%C6%B0%E1%BB%9Dng%20An%20Th%C6%B0%E1%BB%A3ng%203%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050507,16.04897308,108.2468719,4.5,Tripadvisor (387) - $$,,Closed · Opens 11 AM,,2025-04-03T03:28:18.992Z,https://www.facebook.com/vedaskitchen/,0335 000 409,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x12197076927624729915,Himalaya Indian Restaurant,12 An Thuong 5 Da Nang 550000 Da Nang,https://www.bing.com/th?id=OLC.Aq/4/O+cgW4xlw480x360&pid=Local,https://www.bing.com/maps?cp=16.048908233642578%7E108.24539184570312&lvl=17.0&q=Himalaya%20Indian%20Restaurant%20%2C%2012%20An%20Thuong%205%20Da%20Nang%20550000%20Da%20Nang,16.04890823,108.2453918,4.5,Tripadvisor (86) - $$,,Closed · Opens 11 AM,,2025-04-03T03:28:18.992Z,https://www.facebook.com/HimalayaIndianR/,0376 665 925,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x8432455212836810004,Ivegan Supershop Da Nang,Lo 31 An Thuong 4 Ngu Hanh Son My An 550000 Đà Nẵng,https://www.bing.com/th?id=OLC.pqvwoQJU27dv5A480x360&pid=Local,https://www.bing.com/maps?cp=16.048782348632812%7E108.24644470214844&lvl=17.0&q=Ivegan%20Supershop%20Da%20Nang%20%2C%20Lo%2031%20An%20Thuong%204%20Ngu%20Hanh%20Son%20My%20An%20550000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.04878235,108.2464447,5,Tripadvisor (308) - $$,,Open · Closes 9 PM,,2025-04-03T03:28:18.992Z,https://ivegansupershop.com/,0236 6522 331,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x14037878424676356043,Adobo Mexican Grill,23 An Thuong 2 Da Nang 550000 Da Nang,https://www.bing.com/th?id=OLC.ysOuZ/v+dY0OUg480x360&pid=Local,https://www.bing.com/maps?cp=16.04922103881836%7E108.24729919433594&lvl=17.0&q=Adobo%20Mexican%20Grill%20%2C%2023%20An%20Thuong%202%20Da%20Nang%20550000%20Da%20Nang,16.04922104,108.2472992,5,Tripadvisor (162) - $$,,Closed · Opens 11 AM,,2025-04-03T03:28:18.993Z,https://www.facebook.com/SharonSingsAndMakesAdobo/about/,0766 733 289,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x11051744414189576082,Quán ăn Thìa Gỗ Đà Nẵng,53 Phan Phúc Duyện My An Ward 50000 Đà Nẵng,https://www.bing.com/th?id=OLC.EdwhsJLn3DWjng480x360&pid=Local,https://www.bing.com/maps?cp=16.05298614501953%7E108.24153137207031&lvl=17.0&q=Qu%C3%A1n%20%C4%83n%20Th%C3%ACa%20G%E1%BB%97%20%C4%90%C3%A0%20N%E1%BA%B5ng%20%2C%2053%20Phan%20Ph%C3%BAc%20Duy%E1%BB%87n%20My%20An%20Ward%2050000%20%C4%90%C3%A0%20N%E1%BA%B5ng,16.05298615,108.2415314,5,Tripadvisor (3279) - $$,,Open · Closes 10 PM,,2025-04-03T03:28:18.993Z,https://danang.thiagorestaurant.com/,0236 3689 005,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x3567042528136105705,L'italiano Restaurant,An thuong 30 Da Nang 550000,https://www.bing.com/th?id=OLC.pEgko1zZ5ouZ2w480x360&pid=Local,https://www.bing.com/maps?cp=16.051149368286133%7E108.24596405029297&lvl=17.0&q=L'italiano%20Restaurant%20%2C%20An%20thuong%2030%20Da%20Nang%20550000,16.05114937,108.2459641,4.5,Tripadvisor (922) - $$,,Opens in 2 mins,,2025-04-03T03:28:18.993Z,,090 606 94 58,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x17467464186623433054,Ngon Hoa,100 Le Quang Dao Ngu Hanh Son Da Nang 550000 Da Nang,https://www.bing.com/th?id=OLC.eigeA4ljUAvUWA480x360&pid=Local,https://www.bing.com/maps?cp=16.04897117614746%7E108.24591827392578&lvl=17.0&q=Ngon%20Hoa%20%2C%20100%20Le%20Quang%20Dao%20Ngu%20Hanh%20Son%20Da%20Nang%20550000%20Da%20Nang,16.04897118,108.2459183,4.5,Tripadvisor (40) - $$,,Open · Closes 10 PM,,2025-04-03T03:28:18.993Z,http://www.ngonthihoarestaurant.com/,096 722 01 00,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x3120003074446870032,Ganesh Da Nang,193 Đường Lê Quang Đạo Quận Ngũ Hành Sơn 50507,https://www.bing.com/th?id=OLC.ALudLDfX9gJkeA480x360&pid=Local,https://www.bing.com/maps?cp=16.04867935180664%7E108.24600982666016&lvl=17.0&q=Ganesh%20Da%20Nang%20%2C%20193%20%C4%90%C6%B0%E1%BB%9Dng%20L%C3%AA%20Quang%20%C4%90%E1%BA%A1o%20Qu%E1%BA%ADn%20Ng%C5%A9%20H%C3%A0nh%20S%C6%A1n%2050507,16.04867935,108.2460098,4,Tripadvisor (18) - $$,,Open · Closes 7 PM,,2025-04-03T03:28:18.993Z,https://www.indianrestaurantganesh.com/,0777 400 709,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
ypid:YN8196x10049504168224154949,Epic Mexican Cantina,43 An Thượng 6 Da Nang 550000,https://www.bing.com/th?id=OLC.k9hzuDgzCpeGzQ480x360&pid=Local,https://www.bing.com/maps?cp=16.048147201538086%7E108.24531555175781&lvl=17.0&q=Epic%20Mexican%20Cantina%20%2C%2043%20An%20Th%C6%B0%E1%BB%A3ng%206%20Da%20Nang%20550000,16.0481472,108.2453156,4.5,Tripadvisor (29) - $,,Open · Closes 11 PM,,2025-04-03T03:28:18.993Z,https://epicmexicancantina.vn/,093 510 36 04,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####,#### Waiting for processing ####
